14334.333333333334, 954.1955557664236, 262.5, 391.6666666666667, 188.33333333333334, 516.6666666666666
28077.0, 1459.7649274667103, 295.8333333333333, 350.0, 180.20833333333334, 591.6666666666666
42888.333333333336, 2014.4207673072815, 270.8333333333333, 325.0, 219.79166666666666, 666.6666666666666
57802.333333333336, 2598.468379894892, 183.33333333333334, 233.33333333333334, 221.66666666666666, 608.3333333333334
71818.66666666667, 3144.554545799891, 220.83333333333334, 283.3333333333333, 215.20833333333334, 641.6666666666666
86664.33333333333, 3725.740189552307, 312.5, 433.3333333333333, 238.75, 633.3333333333334
102413.0, 4330.289530992508, 262.5, 350.0, 250.41666666666666, 591.6666666666666
118677.33333333333, 5001.64023121198, 262.5, 316.6666666666667, 256.4583333333333, 608.3333333333334
135152.66666666666, 5642.738366444905, 237.5, 250.0, 278.5416666666667, 583.3333333333334
151506.33333333334, 6265.696775197983, 366.6666666666667, 425.0, 266.875, 658.3333333333334
167698.33333333334, 6923.946130673091, 200.0, 208.33333333333334, 217.5, 583.3333333333334
184414.33333333334, 7578.5715542634325, 333.3333333333333, 333.3333333333333, 282.5, 658.3333333333334
201921.66666666666, 8259.604083776474, 233.33333333333334, 275.0, 259.1666666666667, 650.0
218773.33333333334, 8904.990091323853, 316.6666666666667, 358.3333333333333, 245.41666666666666, 708.3333333333334
235221.66666666666, 9536.890497048696, 291.6666666666667, 308.3333333333333, 262.9166666666667, 583.3333333333334
251244.66666666666, 10181.726845820745, 237.5, 333.3333333333333, 247.70833333333334, 758.3333333333334
267094.6666666667, 10815.664628426233, 191.66666666666666, 233.33333333333334, 260.625, 566.6666666666666
283642.3333333333, 11434.425413290659, 191.66666666666666, 191.66666666666666, 259.375, 791.6666666666666
299871.6666666667, 11989.88006345431, 412.5, 416.6666666666667, 253.33333333333334, 650.0
317336.3333333333, 12602.005081653595, 316.6666666666667, 341.6666666666667, 274.375, 683.3333333333334
333690.3333333333, 13142.121842463812, 291.6666666666667, 300.0, 279.1666666666667, 616.6666666666666
350263.6666666667, 13753.45285598437, 295.8333333333333, 308.3333333333333, 324.1666666666667, 766.6666666666666
366882.0, 14333.519883155823, 345.8333333333333, 433.3333333333333, 274.375, 650.0
383606.0, 14905.26213645935, 437.5, 441.6666666666667, 277.5, 575.0
400434.3333333333, 15543.819389661154, 400.0, 425.0, 281.875, 741.6666666666666
417083.3333333333, 16106.60076467196, 387.5, 466.6666666666667, 279.1666666666667, 633.3333333333334
433538.0, 16662.53348461787, 275.0, 300.0, 268.9583333333333, 658.3333333333334
449676.6666666667, 17206.63141187032, 416.6666666666667, 441.6666666666667, 258.9583333333333, 575.0
466415.6666666667, 17775.63279048602, 262.5, 283.3333333333333, 283.5416666666667, 583.3333333333334
482657.0, 18323.13150413831, 304.1666666666667, 316.6666666666667, 287.0833333333333, 583.3333333333334
499382.6666666667, 18896.305414835613, 362.5, 416.6666666666667, 308.9583333333333, 625.0
516683.3333333333, 19513.583035389584, 320.8333333333333, 341.6666666666667, 316.0416666666667, 708.3333333333334
533360.3333333334, 20114.779190301895, 354.1666666666667, 441.6666666666667, 262.7083333333333, 600.0
549108.0, 20662.702498674393, 337.5, 350.0, 249.16666666666666, 658.3333333333334
565771.3333333334, 21269.550604263943, 404.1666666666667, 450.0, 287.7083333333333, 650.0
582418.6666666666, 21852.15246494611, 212.5, 275.0, 278.9583333333333, 600.0
598680.3333333334, 22416.301193555195, 233.33333333333334, 291.6666666666667, 262.7083333333333, 683.3333333333334
614402.6666666666, 23007.64860200882, 133.33333333333334, 141.66666666666666, 249.375, 616.6666666666666
630250.6666666666, 23554.365433692932, 358.3333333333333, 375.0, 240.0, 600.0
647156.0, 24138.92409483592, 320.8333333333333, 325.0, 246.45833333333334, 591.6666666666666
663313.0, 24700.54184436798, 275.0, 291.6666666666667, 258.5416666666667, 575.0
679714.3333333334, 25278.442728916805, 179.16666666666666, 266.6666666666667, 231.875, 650.0
696271.6666666666, 25810.706762393314, 237.5, 333.3333333333333, 229.375, 625.0
712377.6666666666, 26361.471346696217, 258.3333333333333, 266.6666666666667, 227.08333333333334, 575.0
729254.0, 26926.891830205917, 325.0, 333.3333333333333, 241.875, 733.3333333333334
745983.0, 27471.653591712315, 383.3333333333333, 466.6666666666667, 242.91666666666666, 666.6666666666666
762713.3333333334, 28006.553225358326, 300.0, 308.3333333333333, 236.875, 608.3333333333334
779203.6666666666, 28536.13019824028, 262.5, 416.6666666666667, 234.79166666666666, 550.0
795269.3333333334, 29043.231808106106, 270.8333333333333, 291.6666666666667, 255.20833333333334, 608.3333333333334
811635.0, 29569.019474506378, 279.1666666666667, 416.6666666666667, 245.20833333333334, 608.3333333333334
827647.0, 30115.085601011913, 295.8333333333333, 308.3333333333333, 260.2083333333333, 683.3333333333334
844563.3333333334, 30649.623655398686, 283.3333333333333, 350.0, 270.625, 783.3333333333334
861851.6666666666, 31212.929193496704, 395.8333333333333, 408.3333333333333, 291.0416666666667, 808.3333333333334
877904.3333333334, 31739.245762189228, 191.66666666666666, 291.6666666666667, 290.0, 775.0
894723.0, 32265.514444669087, 316.6666666666667, 375.0, 265.4166666666667, 708.3333333333334
910954.6666666666, 32779.36556982994, 304.1666666666667, 325.0, 259.5833333333333, 675.0
927691.3333333334, 33358.363210598625, 175.0, 233.33333333333334, 259.5833333333333, 750.0
